Comarca,Garantía_juv,Servei_Ocu,Cod_com,Personas,Municipi,Any,Import
Baix Llobregat,N,FOQ,11,195,"Prat de Llobregat, el",'15,429588
Barcelonès,N,SAC,13,410,Santa Coloma de Gramenet,'15,181203.6
Vallès Oriental,N,FOQ,41,40,Cardedeu,'15,97291
Baix Llobregat,S,SUMA,11,1,Castelldefels,'15,3891.6
Barcelonès,N,PIN,13,150,"Hospitalet de Llobregat, l'",'15,124037.39
Vallès Occidental,S,SUMA,40,140,Terrassa,'15,569250
Barcelonès,N,TRFO,13,48,Santa Coloma de Gramenet,'15,396257.71
Baix Llobregat,N,TRFO,11,23,Viladecans,'15,177999.05
Vallès Occidental,S,SUMA,40,60,Sabadell,'15,276825
Vallès Oriental,N,SAC,41,90,Sant Celoni,'15,39776.4
Barcelonès,S,FEM,13,60,"Hospitalet de Llobregat, l'",'15,264000
Baix Llobregat,S,PFI,11,16,Martorell,'15,53144
Vallès Oriental,S,SUMA,41,2,Parets del Vallès,'15,5837.4
Baix Llobregat,N,FOQ,11,90,Pallejà,'15,150285
Baix Llobregat,S,TICI,11,28,Sant Boi de Llobregat,'15,16460.93
Baix Llobregat,N,AODL,11,1,Sant Just Desvern,'15,27045.55
Barcelonès,N,FI45,13,3,Barcelona,'15,18795.69
Vallès Occidental,S,XIMP,40,1,Sant Cugat del Vallès,'15,32000
Barcelonès,S,FEM,13,26,Sant Adrià de Besòs,'15,114400
Vallès Oriental,N,ARIF,41,150,Mollet del Vallès,'15,74800
Vallès Occidental,N,FI45,40,2,Sabadell,'15,17000
Baix Llobregat,N,ARIF,11,150,"Prat de Llobregat, el",'15,74800
Vallès Oriental,N,TB,41,2,Figaró-Montmany,'15,21210
Baix Llobregat,S,PIGJ,11,15,Sant Feliu de Llobregat,'15,84161.28
Vallès Oriental,S,PSGJ,41,15,Montmeló,'15,60000
Vallès Occidental,N,PIN,40,84,Santa Perpètua de Mogoda,'15,150000
Vallès Occidental,N,CCFI,40,10,Sant Cugat del Vallès,'15,41600
Vallès Occidental,N,FOQ,40,60,Barberà del Vallès,'15,127138.5
Vallès Occidental,N,IPIS,40,1000,Sabadell,'15,330210.45
Vallès Occidental,N,PIN,40,336,Sabadell,'15,141199.88999999998
Barcelonès,N,APRE,13,40,Santa Coloma de Gramenet,'15,6260.26
Baix Llobregat,N,FPOT,11,105,Cornellà de Llobregat,'15,24366.6
Baix Llobregat,N,FPOS,11,31,Sant Just Desvern,'15,108066.95999999999
Baix Llobregat,N,TB,11,7,Sant Vicenç dels Horts,'15,83901.12000000001
Vallès Oriental,N,FOQ,41,905,Granollers,'15,1775000.5
Baix Llobregat,N,FPOS,11,50,"Prat de Llobregat, el",'15,18418.609999999997
Barcelonès,S,TICI,13,87,"Hospitalet de Llobregat, l'",'15,82007.70999999999
Baix Llobregat,N,PRMI,11,28,Sant Feliu de Llobregat,'15,225574.02
Vallès Occidental,N,FOQ,40,45,Badia del Vallès,'15,123652.5
Vallès Oriental,N,TRFO,41,4,Caldes de Montbui,'15,35916.48
Vallès Occidental,S,SUMA,40,15,Castellbisbal,'15,55779.63
Baix Llobregat,N,IPIS,11,200,Sant Feliu de Llobregat,'15,66042.09
Baix Llobregat,N,TB,11,416,Esplugues de Llobregat,'15,261219.13
Baix Llobregat,N,ARIF,11,150,Castelldefels,'15,74800
Vallès Occidental,N,TRFO,40,17,Cerdanyola del Vallès,'15,157787.94
Baix Llobregat,N,PRMI,11,10,Gavà,'15,80472.78
Baix Llobregat,N,TRFO,11,29,Cornellà de Llobregat,'15,226527.81999999998
Barcelonès,S,TICI,13,248,Badalona,'15,201622.91999999998
Barcelonès,N,APRE,13,50,Sant Adrià de Besòs,'15,9390.39
Vallès Occidental,S,PIGJ,40,60,Sabadell,'15,345307.94
Barcelonès,N,CCFI,13,60,Badalona,'15,99216
Vallès Occidental,N,APRE,40,20,Terrassa,'15,3130.13
Barcelonès,N,TB,13,1184,Santa Coloma de Gramenet,'15,2079641.96
Vallès Occidental,N,SAC,40,740,Terrassa,'15,327050.4
Baix Llobregat,N,AUTO,11,120,Martorell,'15,201708.24000000002
Vallès Occidental,S,SUMA,40,1,Matadepera,'15,1945.8
Vallès Oriental,N,PRMI,41,13,Mollet del Vallès,'15,105708.6
Vallès Occidental,N,FOQ,40,210,Cerdanyola del Vallès,'15,447871.5
Vallès Occidental,N,PNL,40,1,Barberà del Vallès,'15,3048
Vallès Occidental,N,TB,40,126,Santa Perpètua de Mogoda,'15,337963.83
Barcelonès,S,SUMA,13,100,Barcelona,'15,433375
Barcelonès,N,CCFI,13,13,Barcelona,'15,22003.8
Barcelonès,S,SUMA,13,4,Santa Coloma de Gramenet,'15,8269.65
Vallès Oriental,N,FPOS,41,87,Granollers,'15,28191.79
Barcelonès,N,AODL,13,4,Badalona,'15,108182.2
Vallès Oriental,N,APRE,41,50,Mollet del Vallès,'15,9390.39
Baix Llobregat,N,FOQ,11,90,Sant Joan Despí,'15,150916.5
Vallès Occidental,S,TICI,40,24,Santa Perpètua de Mogoda,'15,17065.32
Vallès Oriental,N,CC,41,10,Cardedeu,'15,35776
Barcelonès,S,ARIF,13,150,Santa Coloma de Gramenet,'15,74800
Vallès Occidental,S,PSGJ,40,10,Rubí,'15,102654.2
Baix Llobregat,S,SUMA,11,5,Sant Boi de Llobregat,'15,19458
Vallès Occidental,N,APRE,40,20,Ripollet,'15,3130.13
Vallès Occidental,N,FOQ,40,255,Rubí,'15,653638.5
Vallès Occidental,S,PFI,40,48,Sabadell,'15,154725
Baix Llobregat,N,FOQ,11,15,Vallirana,'15,30757.5
Vallès Occidental,N,FOQ,40,900,Sabadell,'15,2156844
Barcelonès,N,PRMI,13,34,Barcelona,'15,271215.6
Baix Llobregat,S,XIMP,11,1,Cornellà de Llobregat,'15,23895.84
Baix Llobregat,S,PFI,11,16,Esplugues de Llobregat,'15,53144
Barcelonès,N,TRFO,13,85,Badalona,'15,711884.8300000001
Vallès Occidental,S,SUMA,40,6,Sant Quirze del Vallès,'15,18485.1
Barcelonès,N,CCFI,13,10,"Hospitalet de Llobregat, l'",'15,24108
Vallès Occidental,S,SUMA,40,1,Santa Perpètua de Mogoda,'15,1945.8
Baix Llobregat,S,XIMP,11,1,Viladecans,'15,32000
Vallès Oriental,N,FOQ,41,375,Mollet del Vallès,'15,925030.5
Vallès Occidental,S,SUMA,40,3,Castellar del Vallès,'15,8756.1
Baix Llobregat,N,FPOS,11,195,Cornellà de Llobregat,'15,90816.29
Baix Llobregat,N,TRFO,11,17,Castelldefels,'15,155298.33
Vallès Occidental,N,TRFO,40,12,Montcada i Reixac,'15,104143.68000000001
Barcelonès,N,DAM,13,45,"Hospitalet de Llobregat, l'",'15,119137.5
Barcelonès,S,PFI,13,64,"Hospitalet de Llobregat, l'",'15,219350
Baix Llobregat,N,SAC,11,300,Sant Vicenç dels Horts,'15,132588
Baix Llobregat,N,PRMI,11,13,Cornellà de Llobregat,'15,103346.1
Vallès Oriental,N,SAC,41,10,Llinars del Vallès,'15,6850
Vallès Oriental,N,TRFO,41,7,Canovelles,'15,61562.759999999995
Baix Llobregat,S,FEM,11,25,Gavà,'15,110000
Barcelonès,S,PIGJ,13,140,Badalona,'15,529699.81
Vallès Oriental,N,SAC,41,290,"Franqueses del Vallès, les",'15,128168.4
Baix Llobregat,N,TRFO,11,8,Sant Joan Despí,'15,69429.12000000001
Baix Llobregat,N,AODL,11,4,Sant Feliu de Llobregat,'15,108182.2
Baix Llobregat,N,TB,11,58,Martorell,'15,181495.34
Barcelonès,S,XIMP,13,1,Santa Coloma de Gramenet,'16,32000
Vallès Occidental,N,TRFO,40,17,Cerdanyola del Vallès,'16,191341.2
Vallès Occidental,N,TRFO,40,16,Ripollet,'16,173757
Barcelonès,N,REEM,13,30,"Hospitalet de Llobregat, l'",'16,7489.44
Vallès Occidental,N,REEM,40,15,Rubí,'16,3744.72
Vallès Occidental,N,TRFO,40,31,Rubí,'16,347954
Vallès Oriental,N,TB,41,2,Figaró-Montmany,'16,21210
Vallès Occidental,N,PRMI,40,8,Badia del Vallès,'16,85020
Vallès Occidental,N,FEM,40,15,Montcada i Reixac,'16,66000
Vallès Oriental,N,FOQ,41,60,Sant Celoni,'16,145336.5
Barcelonès,S,SUMA,13,40,Badalona,'16,176880
Baix Llobregat,N,COOR,11,1,"Prat de Llobregat, el",'16,28000
Baix Llobregat,N,SAC,11,260,Viladecans,'16,129480
Baix Llobregat,N,30P,11,30,Viladecans,'16,132000
Baix Llobregat,N,REEM,11,5,Sant Vicenç dels Horts,'16,1248.24
Barcelonès,S,XIMP,13,2,"Hospitalet de Llobregat, l'",'16,64000
Vallès Oriental,N,FI45,41,1,Bigues i Riells,'16,8911.54
Baix Llobregat,N,30P,11,50,"Prat de Llobregat, el",'16,220000
Baix Llobregat,S,JENP,11,10,Esparreguera,'16,110000
Vallès Oriental,N,TRFO,41,6,"Llagosta, la",'16,69216.8
Baix Llobregat,S,PSGJ,11,115,Sant Feliu de Llobregat,'16,293415.07
Baix Llobregat,S,FEM,11,1,Esplugues de Llobregat,'16,2918.7
Vallès Oriental,S,JENP,41,10,Canovelles,'16,110000
Baix Llobregat,N,FOQ,11,105,Sant Joan Despí,'16,201331.5
Vallès Occidental,N,IPIS,40,300,Rubí,'16,122192.42
Vallès Occidental,N,FOQ,40,75,Polinyà,'16,130828.5
Baix Llobregat,N,AODL,11,3,Sant Boi de Llobregat,'16,81136.65000000001
Barcelonès,N,UNIS,13,7047,Barcelona,'16,942457.31
Vallès Oriental,S,FEM,41,1,Sant Fost de Campsentelles,'16,2918.7
Baix Llobregat,S,SUMA,11,1,"Palma de Cervelló, la",'16,1945.8
Vallès Oriental,N,FI45,41,2,Granollers,'16,24000
Baix Llobregat,N,TB,11,26,Sant Vicenç dels Horts,'16,169120.87
Vallès Occidental,N,AODL,40,1,Sant Quirze del Vallès,'16,27045.55
Baix Llobregat,N,COOR,11,1,Sant Boi de Llobregat,'16,28000
Barcelonès,N,AODL,13,5,Badalona,'16,135227.75
Barcelonès,N,TB,13,1181,Santa Coloma de Gramenet,'16,2225139.86
Vallès Occidental,S,XIMP,40,3,Terrassa,'16,96000
Baix Llobregat,S,SUMA,11,1,Castelldefels,'16,2334.96
Baix Llobregat,S,JENP,11,30,Sant Feliu de Llobregat,'16,330000
Vallès Occidental,S,FEM,40,15,Montcada i Reixac,'16,38104.15
Vallès Oriental,N,FPOS,41,168,Granollers,'16,60020
Vallès Occidental,S,SUMA,40,1,Sant Cugat del Vallès,'16,2801.74
Vallès Occidental,N,FI45,40,2,Santa Perpètua de Mogoda,'16,17000
Vallès Oriental,N,FOQ,41,60,Caldes de Montbui,'16,100039.5
Barcelonès,N,ARIF,13,125,"Hospitalet de Llobregat, l'",'16,64850
Vallès Oriental,S,JENP,41,1,Figaró-Montmany,'16,11000
Vallès Occidental,S,JENP,40,37,Cerdanyola del Vallès,'16,407000
Vallès Oriental,S,JENP,41,1,Sant Feliu de Codines,'16,11000
Vallès Oriental,N,FOQ,41,15,Sant Fost de Campsentelles,'16,29502
Vallès Oriental,N,FI45,41,1,Parets del Vallès,'16,5000
Barcelonès,N,IPIS,13,600,Badalona,'16,244384.84
Barcelonès,S,SUMA,13,3,Santa Coloma de Gramenet,'16,11674.8
Vallès Occidental,N,SAC,40,500,Sabadell,'16,249000
Vallès Occidental,S,PSGJ,40,20,Rubí,'16,208101
Vallès Oriental,S,FEM,41,1,"Franqueses del Vallès, les",'16,2918.7
Baix Llobregat,S,JENP,11,4,Cervelló,'16,44000
Baix Llobregat,N,TRFO,11,15,Castelldefels,'16,168208
Vallès Occidental,S,JENP,40,13,Sant Cugat del Vallès,'16,143000
Baix Llobregat,S,SUMA,11,11,"Prat de Llobregat, el",'16,26187.55
Barcelonès,N,TB,13,10,Sant Adrià de Besòs,'16,112533
Vallès Oriental,N,CC,41,15,Mollet del Vallès,'16,29502
Vallès Occidental,S,FEM,40,1,Ripollet,'16,1264.77
Vallès Oriental,S,JENP,41,5,Parets del Vallès,'16,55000
Vallès Occidental,N,TRFO,40,77,Sabadell,'16,848410
Vallès Oriental,N,AODL,41,2,Parets del Vallès,'16,54091.1
Vallès Occidental,N,TRFO,40,8,Santa Perpètua de Mogoda,'16,87919.2
Vallès Occidental,N,TB,40,273,Terrassa,'16,1030430.6
Vallès Oriental,N,PRMI,41,9,Mollet del Vallès,'16,94340
Barcelonès,N,ARIF,13,125,Badalona,'16,64850
Baix Llobregat,N,FEM,11,24,Gavà,'16,105600
Baix Llobregat,N,TRFO,11,8,Sant Joan Despí,'16,90252
Baix Llobregat,N,FOQ,11,105,Sant Feliu de Llobregat,'16,249784.5
Vallès Occidental,S,FEM,40,28,Sabadell,'16,63895.18
Vallès Occidental,N,REEM,40,10,Barberà del Vallès,'16,2496.48
Vallès Occidental,S,XIMP,40,1,Rubí,'16,32000
Baix Llobregat,N,TB,11,154,Olesa de Montserrat,'16,102926.58
Baix Llobregat,S,SUMA,11,3,Esplugues de Llobregat,'16,10701.9
Vallès Occidental,S,SUMA,40,60,Rubí,'16,273480
Vallès Occidental,N,FOQ,40,180,Cerdanyola del Vallès,'16,462682.5
Vallès Occidental,N,CC,40,30,Cerdanyola del Vallès,'16,51052.5
Baix Llobregat,N,REEM,11,10,Viladecans,'16,2496.48
Baix Llobregat,N,FOQ,11,345,Cornellà de Llobregat,'16,762924
Vallès Oriental,N,30P,41,20,Mollet del Vallès,'16,88000
Vallès Occidental,S,FEM,40,48,Terrassa,'16,102729.87000000001
Baix Llobregat,S,JENP,11,10,Sant Andreu de la Barca,'16,110000
Baix Llobregat,N,REEM,11,15,Sant Feliu de Llobregat,'16,3744.72
Vallès Oriental,S,JENP,41,5,Vilanova del Vallès,'16,55000
Baix Llobregat,N,AODL,11,2,Martorell,'16,54091.1
Baix Llobregat,N,AODL,11,1,Corbera de Llobregat,'16,27045.55
Baix Llobregat,N,PRMI,11,6,Esplugues de Llobregat,'16,66020
Vallès Oriental,N,SAC,41,10,Llinars del Vallès,'16,6900
Vallès Occidental,N,TB,40,115,Santa Perpètua de Mogoda,'16,415594.27
Barcelonès,N,FPOS,13,28925,Barcelona,'16,10170312
Baix Llobregat,S,JENP,11,10,Olesa de Montserrat,'16,110000
Vallès Occidental,N,FEM,40,77,Terrassa,'16,338800
Vallès Oriental,S,SUMA,41,8,"Llagosta, la",'16,21187.6
Vallès Occidental,N,COOR,40,1,Ripollet,'16,28000
Vallès Oriental,N,TRFO,41,8,Canovelles,'16,89143.2
Baix Llobregat,N,FPOS,11,308,Castelldefels,'16,1077540
Vallès Oriental,N,CCFI,41,11,Cardedeu,'16,39353.6
Baix Llobregat,N,TRFO,11,12,Esplugues de Llobregat,'16,136460.8
Barcelonès,S,SUMA,13,3,Badalona,'16,9729
Vallès Oriental,S,FEM,41,2,"Roca del Vallès, la",'16,5837.4
Vallès Oriental,N,SAC,41,330,Granollers,'16,164340
Vallès Occidental,N,FEM,40,29,Rubí,'16,127600
Barcelonès,N,TRFO,13,15,Sant Adrià de Besòs,'16,165575
Vallès Occidental,N,FI45,40,1,Sant Llorenç Savall,'16,12000
Baix Llobregat,S,XIMP,11,1,Gavà,'16,32000
Vallès Oriental,S,XIMP,41,2,Granollers,'16,64000
Vallès Occidental,N,PRMI,40,5,Barberà del Vallès,'16,57815.4
Baix Llobregat,S,SUMA,11,8,Gavà,'16,27189.309999999998
Vallès Occidental,S,JENP,40,48,Sabadell,'16,528000
Vallès Occidental,N,CC,40,24,Terrassa,'16,98524.8
Baix Llobregat,N,AODL,11,3,Gavà,'16,81136.65000000001
Baix Llobregat,N,DAM,11,45,"Prat de Llobregat, el",'16,93888
Barcelonès,S,JENP,13,10,"Hospitalet de Llobregat, l'",'16,110000
Baix Llobregat,N,REEM,11,15,Gavà,'16,3744.72
Barcelonès,S,SUMA,13,100,Barcelona,'16,415890
Barcelonès,N,FEM,13,39,"Hospitalet de Llobregat, l'",'16,171600
Baix Llobregat,N,SAC,11,590,Cornellà de Llobregat,'16,293820
Vallès Oriental,N,IPIS,41,150,"Franqueses del Vallès, les",'16,61096.21
Baix Llobregat,S,SUMA,11,20,Castelldefels,'16,84800
Vallès Occidental,S,FEM,40,26,Barberà del Vallès,'16,97844.48
Baix Llobregat,N,PRMI,11,4,Molins de Rei,'16,49232.8
Barcelonès,N,TRFO,13,85,Badalona,'16,949194.4
Baix Llobregat,N,30P,11,20,Sant Boi de Llobregat,'16,88000
Vallès Occidental,N,CC,40,30,Sabadell,'16,123156
Barcelonès,N,COOR,13,1,Sant Adrià de Besòs,'16,28000
Vallès Oriental,S,FEM,41,4,Lliçà d'Amunt,'16,12647.7
Baix Llobregat,N,APRE,11,53,Viladecans,'16,8426.03
Vallès Occidental,N,COOR,40,1,Sant Cugat del Vallès,'16,28000
Barcelonès,N,PIN,13,270,"Hospitalet de Llobregat, l'",'16,148155.5
Baix Llobregat,N,FPOS,11,998,"Prat de Llobregat, el",'16,262005
Baix Llobregat,S,FEM,11,2,Sant Climent de Llobregat,'16,3891.6
Baix Llobregat,N,SAC,11,165,Sant Vicenç dels Horts,'16,82170
Vallès Occidental,N,REEM,40,30,Terrassa,'16,7489.44
Baix Llobregat,N,FPOS,11,45,Pallejà,'16,13200
Vallès Oriental,S,SUMA,41,80,Granollers,'16,348280
Barcelonès,N,TB,13,262,"Hospitalet de Llobregat, l'",'16,825329.75
Vallès Occidental,S,JENP,40,50,Terrassa,'16,550000
Baix Llobregat,N,COOR,11,2,Cornellà de Llobregat,'16,44333.33
Vallès Oriental,N,PRMI,41,33,Granollers,'16,331270
Baix Llobregat,N,REEM,11,5,"Prat de Llobregat, el",'16,1248.24
Barcelonès,N,FPOT,13,115,Santa Coloma de Gramenet,'16,44880
Baix Llobregat,N,FEM,11,15,Castelldefels,'16,66000
Barcelonès,N,FOQ,13,930,Santa Coloma de Gramenet,'16,1841718
Vallès Oriental,N,APRE,41,67,Mollet del Vallès,'16,12639.05
Baix Llobregat,N,AUTO,11,120,Martorell,'16,201708.24000000002
Vallès Occidental,N,UNIS,40,2548,Cerdanyola del Vallès,'16,286530.61
Baix Llobregat,N,FOQ,11,15,Sant Vicenç dels Horts,'16,38829
Baix Llobregat,N,AODL,11,4,"Prat de Llobregat, el",'16,108182.2
Vallès Oriental,N,AODL,41,4,Mollet del Vallès,'16,101200.68000000001
Vallès Occidental,S,PSGJ,40,20,Sabadell,'16,162807.87999999998
Baix Llobregat,N,AODL,11,3,Castelldefels,'16,81136.65000000001
Vallès Occidental,N,FPOT,40,68,Barberà del Vallès,'16,14504
Barcelonès,N,COOR,13,2,Badalona,'16,44333.33
Baix Llobregat,N,TB,11,54,Viladecans,'16,544114.62
Vallès Oriental,N,SAC,41,130,"Franqueses del Vallès, les",'16,64740
Vallès Oriental,S,SUMA,41,1,Granollers,'16,3405.15
Baix Llobregat,N,TRFO,11,13,Martorell,'16,143324.2
Baix Llobregat,N,TB,11,414,Esplugues de Llobregat,'16,262669.13
Vallès Oriental,N,FI45,41,1,Mollet del Vallès,'16,12000
Vallès Oriental,N,REEM,41,10,Mollet del Vallès,'16,2496.48
Vallès Occidental,S,SUMA,40,6,Montcada i Reixac,'16,18485.1
Baix Llobregat,N,IPIS,11,150,Sant Boi de Llobregat,'16,61096.21
Baix Llobregat,N,30P,11,20,Castelldefels,'16,88000
Baix Llobregat,N,TRFO,11,5,Sant Andreu de la Barca,'16,85643.4
Vallès Oriental,N,TB,41,28,"Franqueses del Vallès, les",'16,232588.8
Baix Llobregat,S,DPGJ,11,5,"Prat de Llobregat, el",'16,651
Baix Llobregat,N,FI45,11,1,"Prat de Llobregat, el",'16,7547.41
Vallès Occidental,N,DAM,40,45,Terrassa,'16,118320
Baix Llobregat,S,XIMP,11,1,Sant Boi de Llobregat,'16,32000
Baix Llobregat,N,SAC,11,45,Sant Andreu de la Barca,'16,22410
Vallès Occidental,N,FOQ,40,150,Sant Cugat del Vallès,'16,349077
Vallès Oriental,N,FEM,41,29,Granollers,'16,127600
Barcelonès,N,SAC,13,390,"Hospitalet de Llobregat, l'",'16,196380
Barcelonès,N,COOR,13,2,Santa Coloma de Gramenet,'16,56000
Vallès Oriental,N,TB,41,2,Martorelles,'16,23278.74
Vallès Occidental,S,SUMA,40,3,Sant Quirze del Vallès,'16,9840.19
Baix Llobregat,N,TB,11,636,Sant Feliu de Llobregat,'16,477332.85
Vallès Occidental,N,IPIS,40,900,Sabadell,'16,366577.26
Vallès Oriental,N,FOQ,41,420,Mollet del Vallès,'16,941370
Vallès Occidental,N,30P,40,20,Rubí,'16,88000
Vallès Oriental,N,FI45,41,1,"Llagosta, la",'16,5000
Vallès Occidental,S,PSGJ,40,90,Terrassa,'16,547861
Vallès Oriental,N,AODL,41,1,Cardedeu,'16,25980.27
Vallès Occidental,N,AODL,40,1,Polinyà,'16,27045.55
Vallès Occidental,S,FEM,40,7,Rubí,'16,12728.78
Barcelonès,N,ARIF,13,625,Barcelona,'16,324250
Vallès Oriental,S,JENP,41,21,Granollers,'16,231000
Vallès Oriental,N,FPOT,41,106,Sant Fost de Campsentelles,'16,39680
Baix Llobregat,N,CCFI,11,12,Cornellà de Llobregat,'16,32518.6
Vallès Occidental,N,FI45,40,1,Rubí,'16,5000
Barcelonès,N,30P,13,30,Badalona,'16,132000
Baix Llobregat,S,JENP,11,10,Martorell,'16,110000
Vallès Occidental,N,AODL,40,1,Barberà del Vallès,'16,24746.12
Barcelonès,N,FPOT,13,339,Badalona,'16,64150
Barcelonès,N,SAC,13,270,Santa Coloma de Gramenet,'16,134460
Barcelonès,N,FI45,13,2,Sant Adrià de Besòs,'16,5000
Baix Llobregat,N,FOQ,11,405,"Prat de Llobregat, el",'16,706174.5
Vallès Occidental,N,PRMI,40,25,Sabadell,'16,265150
Barcelonès,N,SAC,13,490,Badalona,'16,244020
Baix Llobregat,S,JENP,11,1,Sant Climent de Llobregat,'16,11000
Vallès Occidental,N,FOQ,40,1448,Terrassa,'16,2711740.38
Baix Llobregat,N,FOQ,11,90,Pallejà,'16,158094
Vallès Occidental,N,REEM,40,10,Sant Cugat del Vallès,'16,2496.48
Vallès Oriental,N,FOQ,41,25,Cardedeu,'16,66533.5
Vallès Oriental,S,SUMA,41,2,Mollet del Vallès,'16,4172.660000000001
Baix Llobregat,N,PRMI,11,9,Viladecans,'16,94340
Baix Llobregat,S,SUMA,11,60,Sant Boi de Llobregat,'16,267600
Vallès Occidental,S,FEM,40,7,Cerdanyola del Vallès,'16,18971.55
Baix Llobregat,S,JENP,11,56,Sant Boi de Llobregat,'16,616000
Baix Llobregat,N,FI45,11,3,Cornellà de Llobregat,'16,29206.72
Vallès Oriental,S,JENP,41,5,"Franqueses del Vallès, les",'16,55000
Baix Llobregat,N,AODL,11,1,Pallejà,'16,25383.5
Baix Llobregat,S,SUMA,11,40,Cornellà de Llobregat,'16,181600
Vallès Occidental,S,FEM,40,1,Santa Perpètua de Mogoda,'16,2918.7
Barcelonès,N,AODL,13,8,Santa Coloma de Gramenet,'16,215536.55
Barcelonès,S,XIMP,13,2,Badalona,'16,64000
Vallès Occidental,N,FOQ,40,330,Rubí,'16,770065.5
Vallès Oriental,N,FI45,41,2,Montornès del Vallès,'16,17799.2
Vallès Occidental,N,SAC,40,330,Rubí,'16,164340
Baix Llobregat,N,PRMI,11,11,Cornellà de Llobregat,'16,113220
Vallès Oriental,S,FEM,41,2,Canovelles,'16,5837.4
Baix Llobregat,S,SUMA,11,10,Sant Joan Despí,'16,31716.54
Baix Llobregat,N,COOR,11,1,Castelldefels,'16,28000
Vallès Oriental,N,TRFO,41,22,Mollet del Vallès,'16,235820
Barcelonès,N,DAM,13,330,Barcelona,'16,723865.5
Baix Llobregat,N,TRFO,11,28,Sant Boi de Llobregat,'16,312407.2
Vallès Occidental,N,FPOS,40,459,Cerdanyola del Vallès,'16,170900
Baix Llobregat,N,FPOT,11,27,Gavà,'16,12960
Vallès Occidental,N,TB,40,3,Sant Cugat del Vallès,'16,28560
Baix Llobregat,N,FOQ,11,225,Gavà,'16,392863.5
Vallès Occidental,N,FOQ,40,45,Castellar del Vallès,'16,142992
Baix Llobregat,N,FI45,11,1,Castelldefels,'16,17000
Vallès Occidental,S,FEM,40,5,Matadepera,'16,3794.3100000000004
Barcelonès,N,CC,13,69,Barcelona,'16,158515.8
Barcelonès,N,FOQ,13,1380,"Hospitalet de Llobregat, l'",'16,3175101
Baix Llobregat,N,FOQ,11,105,Molins de Rei,'16,179250
Baix Llobregat,N,IPIS,11,150,Pallejà,'16,61096.21
Barcelonès,S,SUMA,13,8,Sant Adrià de Besòs,'16,32632
Barcelonès,N,APRE,13,100,Barcelona,'16,146792.75
Barcelonès,N,IPIS,13,2850,Barcelona,'16,1160827.99
Baix Llobregat,S,SUMA,11,40,Sant Joan Despí,'16,176465
Vallès Occidental,N,SAC,40,125,Barberà del Vallès,'16,62250
Vallès Oriental,N,TRFO,41,6,"Franqueses del Vallès, les",'16,68284.4
Vallès Oriental,S,FEM,41,7,Mollet del Vallès,'16,12405.02
Vallès Occidental,S,SUMA,40,20,Terrassa,'16,63335.78999999999
Vallès Occidental,N,CIF,40,312,Sabadell,'16,365116.11
Vallès Occidental,N,PIN,40,88,Santa Perpètua de Mogoda,'16,150000
Vallès Occidental,N,COOR,40,2,Sabadell,'16,56000
Vallès Oriental,N,SAC,41,95,Parets del Vallès,'16,47310
Vallès Occidental,N,FPOT,40,186,Sabadell,'16,81600
Barcelonès,N,CIF,13,857,"Hospitalet de Llobregat, l'",'16,499819.05
Baix Llobregat,S,SUMA,11,1,Corbera de Llobregat,'16,1945.8
Vallès Oriental,N,SAC,41,165,Mollet del Vallès,'16,82170
Vallès Oriental,N,CC,41,24,Granollers,'16,98524.8
Vallès Occidental,N,REEM,40,30,Sabadell,'16,7489.44
Baix Llobregat,N,TRFO,11,7,Molins de Rei,'16,79122.4
Baix Llobregat,N,FOQ,11,195,Martorell,'16,434634
Vallès Occidental,N,SAC,40,580,Terrassa,'16,288840
Vallès Occidental,N,APRE,40,27,Terrassa,'16,4213.02
Vallès Occidental,N,TB,40,70,Rubí,'16,156849.15
Baix Llobregat,N,COOR,11,1,Martorell,'16,28000
Vallès Occidental,N,AODL,40,1,Ripollet,'16,27045.55
Barcelonès,N,FOQ,13,345,Badalona,'16,850720.5
Vallès Oriental,N,AODL,41,2,Granollers,'16,54091.1
Vallès Oriental,S,FEM,41,34,"Llagosta, la",'16,114368.48999999999
Baix Llobregat,N,IPIS,11,150,Sant Feliu de Llobregat,'16,61096.21
Baix Llobregat,S,JENP,11,2,Begues,'16,22000
Baix Llobregat,N,CC,11,45,"Prat de Llobregat, el",'16,137793
Barcelonès,N,FEM,13,39,Santa Coloma de Gramenet,'16,171600
Baix Llobregat,N,TB,11,27,Castelldefels,'16,351877.95
Barcelonès,N,FEM,13,29,Badalona,'16,127600
Vallès Occidental,S,FEM,40,1,Castellar del Vallès,'16,1945.8
Vallès Occidental,N,COOR,40,1,Rubí,'16,28000
Barcelonès,N,IPIS,13,600,"Hospitalet de Llobregat, l'",'16,244384.84
Baix Llobregat,N,PRMI,11,6,Sant Andreu de la Barca,'16,103720
Baix Llobregat,N,FOQ,11,444,Castelldefels,'16,1151551.2
Baix Llobregat,N,ARIF,11,125,Esparreguera,'16,64850
Baix Llobregat,N,FEM,11,19,Sant Feliu de Llobregat,'16,83600
Vallès Oriental,S,XIMP,41,1,Mollet del Vallès,'16,32000
Baix Llobregat,N,TRFO,11,32,Cornellà de Llobregat,'16,356342.4
Vallès Occidental,S,SUMA,40,20,Cerdanyola del Vallès,'16,90800
Barcelonès,N,COOR,13,2,Barcelona,'16,56000
Barcelonès,N,CC,13,30,Santa Coloma de Gramenet,'16,123156
